cycle,converged,status,neg2ll,nspp,gamlam.0,ka.mean,ka.median,ka.sd,ke.mean,ke.median,ke.sd,k23.mean,k23.median,k23.sd,k32.mean,k32.median,k32.sd,v.mean,v.median,v.sd,lag1.mean,lag1.median,lag1.sd
67,false,Continue,576.0790341823284,12,4.70312,0.1996635055541992,0.12790765762329098,0.019811762955145053,0.08044470393657686,0.08921631673574448,0.0004753301573654153,1.1014694770177205,0.010257959365844727,4.093831309978987,4.768054346243541,4.980304956436157,0.24397630345486887,53.218446135520935,42.05002784729004,285.4470294688023,2.701768477757772,2.4067530632019043,0.39743725944029457
68,false,Continue,576.0782772133065,12,4.70312,0.1996635055541992,0.12790765762329098,0.019811762955145053,0.08049626643657687,0.08921631673574448,0.00047434538889071714,1.1014694770177205,0.010257959365844727,4.093831309978987,4.768054346243541,4.980304956436157,0.24397630345486887,53.171571135520935,42.05002784729004,286.93971517828965,2.703851811091105,2.4067530632019043,0.40098891447271257
69,false,Continue,576.0714156943942,12,4.70312,0.1996635055541992,0.12790765762329098,0.019811762955145053,0.08059939143657686,0.08921631673574448,0.0004724976683475711,1.1014694770177205,0.010257959365844727,4.093831309978987,4.768054346243541,4.980304956436157,0.24397630345486887,53.171571135520935,42.05002784729004,286.93971517828965,2.701768477757772,2.4067530632019043,0.3965972765405421
70,false,Continue,576.0690257282939,12,4.70312,0.1996635055541992,0.12790765762329098,0.019811762955145053,0.08065095393657686,0.08921631673574448,0.0004716347162791229,1.1014694770177205,0.010257959365844727,4.093831309978987,4.768054346243541,4.980304956436157,0.24397630345486887,53.124696135520935,42.05002784729004,288.4276068536861,2.701768477757772,2.4067530632019043,0.3965972765405421
71,false,Continue,576.0689206832117,14,4.70312,0.18631512778145923,0.11372486114501953,0.017916072645873308,0.08030279803616662,0.08316386263370514,0.0004036283639748886,0.9455821173531669,0.010257959365844727,3.6210321075104983,4.7961437191282,4.980304956436157,0.21157728463492667,52.73721946988787,42.05002784729004,267.52560457646126,2.6846234185355056,2.4067530632019043,0.34219323835597737
72,false,Continue,576.0509354132969,12,4.70312,0.20827709197998048,0.14209045410156246,0.022080947551284983,0.07819106938242916,0.07821386263370514,0.00047026159622725054,0.9527311126391093,0.010257959365844727,3.1125604080502067,4.879266202449799,4.981491029262543,0.13183447875618592,54.37220352888107,50.20726704597473,264.21287551555906,2.77615389029185,2.581753063201904,0.3665253268176383
73,false,Continue,576.0472467621681,13,4.70312,0.222801393362192,0.14209045410156246,0.02314593092226784,0.07948094064822567,0.08316386263370514,0.00045542746970015383,1.2629636067610521,0.010257959365844727,4.1043549793646,4.7954026735745945,4.989443778991699,0.22179484427377635,56.32455820303697,58.364506244659424,289.1976997319146,2.8448320902310886,2.756753063201904,0.3969656776634045
74,false,Continue,576.0400801240858,12,4.70312,0.20765209197998047,0.14209045410156246,0.021885373917917613,0.07811372563242915,0.07821386263370514,0.0004728060733160373,0.9501269459724426,0.010257959365844727,3.0999214362762433,4.883172452449799,4.989443778991699,0.13270789220110596,54.44251602888107,50.34789204597473,265.46041949770455,2.777195556958517,2.581753063201904,0.3681758939265729
75,false,Continue,576.0386002172397,13,4.70312,0.2002346126849835,0.14209045410156246,0.020776839746283363,0.07776445732483499,0.07357323763370516,0.0004366140493378521,0.8766274085411658,0.010257959365844727,2.9035791875628063,4.893048029679519,4.989443778991699,0.11961722782024455,53.20221552482018,42.33127784729004,264.698640971404,2.7486999805157,2.4067530632019043,0.3480505418312008
76,false,Continue,576.0322844935305,11,4.70312,0.20560951579700815,0.14209045410156246,0.020874602733459178,0.08417931714057923,0.09495939583778382,0.000361065824712157,1.2001124945553867,0.010257959365844727,4.386043065912989,4.763578534126282,4.989443778991699,0.25118466005941686,55.82599750432101,58.364506244659424,287.22528712698943,2.8794487259604717,2.756753063201904,0.41088690884778084
77,false,Continue,576.0314332484227,11,4.70312,0.20560951579700815,0.14209045410156246,0.020874602733459174,0.08420744214057924,0.09495939583778382,0.0003604374172926691,1.1986920400099321,0.010257959365844727,4.379939789993487,4.764998988671736,4.989443778991699,0.25189153768657285,55.82599750432101,58.364506244659424,288.64911525198943,2.8794487259604717,2.756753063201904,0.41088690884778084
78,false,Continue,576.0301078122378,14,4.70312,0.2142959267752511,0.14209045410156246,0.021983584373472732,0.07905896186147418,0.07821386263370514,0.00042410825678209204,1.1679042748042516,0.010257959365844727,3.8767567582631077,4.811958193778992,4.989443778991699,0.20247376341254372,55.038419008255005,50.48851704597473,293.15366328313974,2.8171121597290036,2.581753063201904,0.3834033605663914
79,false,Continue,576.0267304033804,12,4.70312,0.20119397163391115,0.14209045410156246,0.01916706913463691,0.08136913283467294,0.08859756673574448,0.00047262357589173066,1.09834490219752,0.010257959365844727,4.093693230563257,4.783138831456502,4.989443778991699,0.2329409537428658,56.857687532901764,58.505131244659424,253.9051503848814,2.84884524345398,2.756753063201904,0.4038885703914666
80,false,Continue,576.0257333074007,11,4.70312,0.2051549703424627,0.14209045410156246,0.02079207731890562,0.08423556714057924,0.09495939583778382,0.0003588309981544314,1.1972715854644775,0.010257959365844727,4.37388090327853,4.764998988671736,4.989443778991699,0.25189153768657285,55.80042932250283,58.364506244659424,291.12820625471375,2.8839941805059266,2.756753063201904,0.40761890319491967
81,false,Continue,576.0244691158451,11,4.70312,0.2051549703424627,0.14209045410156246,0.020792077318905623,0.08426369214057922,0.09495939583778382,0.00035823739542244356,1.1972715854644775,0.010257959365844727,4.37388090327853,4.766419443217191,4.989443778991699,0.25258656343810937,55.77486114068465,58.364506244659424,292.1662106097109,2.8851305441422896,2.756753063201904,0.40573488962881576
82,false,Continue,576.0225173522997,15,4.70312,0.1827001495361328,0.11122486114501953,0.016525646273433028,0.08003682879447939,0.08192636263370513,0.000378302624945268,0.8807275136311848,0.010257959365844727,3.419433228898692,4.824655389785766,4.989443778991699,0.19042362346561595,52.96237192153931,42.61252784729004,265.58080728293857,2.7654268074035646,2.4067530632019043,0.3445813530816437
83,false,Continue,576.0165075348845,10,4.70312,0.214547981262207,0.14209045410156246,0.022023957914869805,0.08527086259126665,0.09495939583778382,0.00038568596121619657,1.3159729480743407,0.010257959365844727,4.687656394376344,4.743468391895294,4.989443778991699,0.2742136723483619,57.60486130714416,58.505131244659424,283.6981154533894,2.9367182922363284,2.98921365737915,0.41667280113662614
84,false,Continue,576.0164783564961,11,4.70312,0.20492769761518997,0.14209045410156246,0.020839610555322522,0.08434806714057924,0.09495939583778382,0.00035648443097648,1.1972715854644775,0.010257959365844727,4.37388090327853,4.766419443217191,4.989443778991699,0.25258656343810937,55.72372477704828,58.364506244659424,294.2537250015233,2.8885396350513806,2.756753063201904,0.4005385341125554
85,false,Continue,576.0014132977597,10,4.70312,0.21696116638183596,0.12540765762329098,0.025505941807826567,0.07977552802085877,0.07852323763370514,0.00037778913559415733,1.1270171403884888,0.0024454593658447266,3.5350580406240986,4.869626104831696,4.995929956436157,0.1526443089252933,55.16300332546234,50.48851704597473,312.44899199122926,2.7804965496063234,2.581753063201904,0.33218879661324585
86,false,Continue,575.9995005890961,12,4.70312,0.2287981383005778,0.15423171997070312,0.024274219346115636,0.07788866408467293,0.07860058138370515,0.00045812918801939974,1.3555063605308533,0.0024454593658447266,4.30946691092351,4.788347164789836,4.995929956436157,0.22999531793643538,56.142843782901764,50.48851704597473,323.1483655185714,2.8019702434539795,2.581753063201904,0.3792224739859169
87,false,Continue,575.9963898186076,15,4.70312,0.1584657313028971,0.10872486114501953,0.013230893822348088,0.08438028539180759,0.08192636263370513,0.0002937811214939713,0.5438265800476074,0.0024454593658447266,2.163593695875233,4.91016488869985,4.995929956436157,0.1016567525878812,50.19508037567139,40.42798447608948,226.54360550970537,2.6754987208048506,2.4067530632019043,0.28875554817241067
88,false,Continue,575.9931554229024,11,4.70312,0.17352008472789415,0.10372486114501954,0.017510651351911793,0.08544540305137636,0.09480470833778382,0.0003608409700667904,0.7412601600993763,0.0024454593658447266,2.873130692405657,4.879567243836143,4.995929956436157,0.13846661489822287,53.011045087467544,42.75315284729004,251.87442273211636,2.6730043064464217,2.4067530632019043,0.3130821655265649
89,false,Continue,575.9923360138743,15,4.70312,0.16000123341878253,0.10872486114501953,0.013226786999091914,0.08055279179573063,0.08192636263370513,0.00038957846446739663,0.5447566350301106,0.0024454593658447266,2.169510019509375,4.906588776906331,4.988117456436157,0.10106776702979729,49.107448482513426,40.42798447608948,226.63575849722088,2.5848675664265954,2.4067530632019043,0.2500578351980434
90,false,Continue,575.9908614939968,15,4.70312,0.18228348286946613,0.10872486114501953,0.016754792415666016,0.08346057879447939,0.09465002083778382,0.0004180391595287962,0.8776025136311849,0.0024454593658447266,3.443389319110561,4.824134556452433,4.982677102088928,0.1861462574206405,53.38424692153931,42.75315284729004,258.81431794800193,2.742926807403565,2.4067530632019043,0.3645595841029797
91,false,Continue,575.9896649986913,17,4.70312,0.15585787156048944,0.10747486114501953,0.011809090009047047,0.08144881979297193,0.08192636263370513,0.0003643280998727635,0.4815070909612319,0.0024454593658447266,1.9332700560682456,4.912581934648402,4.980304956436157,0.0886753436894041,48.93462311520296,40.42798447608948,214.0555288196456,2.629128871244543,2.4067530632019043,0.27282288378126046
92,false,Continue,575.9880458020984,16,4.70312,0.22255989313125607,0.14334045410156246,0.02440965313766589,0.08157057191282514,0.08821084798574447,0.0004294145732721049,1.2176323980093002,0.0024454593658447266,3.73417211500596,4.832596153020859,4.992686867713928,0.17496396631619385,57.321428552269936,58.505131244659424,279.1972526341836,2.8245623469352727,2.7598780632019038,0.35721536011910554
93,false,Continue,575.9869046743913,9,4.70312,0.18986346774631074,0.10747486114501953,0.020465823267976316,0.08156959953308107,0.08192636263370513,0.0003898143038392966,0.9080453713734945,0.0024454593658447266,3.437762285539604,4.8554449743694725,4.995929956436157,0.16948286208915103,52.82290577888489,42.75315284729004,296.2775748360413,2.7328656938340927,2.4067530632019043,0.3479416152151539
94,false,Continue,575.9858356509332,11,4.70312,0.2074761095913974,0.14334045410156246,0.020805480620908527,0.07911469519138338,0.08192636263370513,0.0004807969316027931,1.1971193877133457,0.0024454593658447266,4.409467996826383,4.769355427135121,4.995929956436157,0.2482342315017617,54.36843128637834,42.75315284729004,317.8159167488085,2.7649516972628505,2.4067530632019043,0.39885746193928295
95,false,Continue,575.9832714502141,14,4.70312,0.19200177328927176,0.12540765762329098,0.019987449067746958,0.08186262913261143,0.08805616048574447,0.00045939963390231186,0.8108376264572144,0.0024454593658447266,2.7504111508451015,4.903744953019278,4.992686867713928,0.10882096561858304,54.35896687848227,50.62914204597473,247.1021382496064,2.735882343564715,2.584878063201904,0.33627676222601505
96,false,Continue,575.9831509549085,14,4.70312,0.16366383143833704,0.10747486114501953,0.014165607681459396,0.081007134950161,0.08192636263370513,0.00041511897827630303,0.5846092190061297,0.0024454593658447266,2.318330315291528,4.901323335511344,4.988117456436157,0.10692866651896546,49.94839234011514,41.59056866168976,235.4533869000033,2.5984828880855018,2.4067530632019043,0.2677130896933219
97,false,Continue,575.9770924285697,11,4.70312,0.21258951360529119,0.14334045410156246,0.023662116777996824,0.07859381062984468,0.08192636263370513,0.0005212213396544792,1.0304554809223523,0.0024454593658447266,3.326907186139162,4.8834546045823535,4.995929956436157,0.13748077648976464,54.38639760017395,42.75315284729004,291.4954300656633,2.708663402904164,2.4067530632019043,0.3503926844882558
98,false,Continue,575.9763657975342,15,4.70312,0.25243051656087245,0.14271545410156247,0.03068902972774727,0.07676078974723817,0.07635761263370516,0.00028252894320596357,1.3876296838124593,0.0024454593658447266,3.2859788439759483,4.911471819877624,4.997256278991699,0.10053473672158919,58.77457222938538,63.77173447608948,320.6958610802694,2.8445246251424154,2.763003063201904,0.26248955197941387
99,false,Continue,575.975425029238,16,4.70312,0.24537801265716558,0.14271545410156247,0.0294892403670891,0.07968638355433942,0.07918065950870515,0.00032615501316694373,1.3009095042943954,0.0024454593658447266,3.1872438892916266,4.917809911072254,4.997256278991699,0.09444595160031391,58.986247792840004,61.13843286037445,289.1643871486147,2.8753230392932894,2.9923386573791504,0.2860827949363976
100,false,Stopped (maximum cycles reached),575.9750433434078,18,4.70312,0.22652228673299155,0.14271545410156247,0.024357387866025586,0.08067986474037171,0.08192636263370513,0.0003703392560338459,1.360547145207723,0.0024454593658447266,4.20689136700022,4.788252221213447,4.993872940540314,0.22095149110063655,57.22674822807312,58.469974994659424,312.83995956351197,2.8585053390926785,2.763003063201904,0.3554816126410061
