ka,ke,k23,k32,v0,lag1,prob
0.14122486114501956,0.06243573763370515,1.3540079593658447,4.980304956436157,40.56860947608948,2.981753063201904,0.04048422315442086
0.13144821166992182,0.09076475074291233,0.012846589088439941,4.994978308677673,90.77033114433289,0.7835594177246094,0.23720224906094092
0.3039482116699219,0.0524022507429123,0.012846589088439941,4.994978308677673,110.73908114433289,0.9585594177246095,0.10123189103986233
0.11872486114501954,0.08316386263370516,0.010257959365844727,4.995929956436157,39.44360947608948,2.3317530632019037,0.13971832538765627
0.10122486114501954,0.07450136263370517,0.010257959365844727,4.995929956436157,56.88110947608948,3.069253063201904,0.09381992495950962
0.10122486114501954,0.07419198763370514,0.010257959365844727,4.995929956436157,39.16235947608948,2.0942530632019043,0.0684449492737604
0.12872486114501955,0.09368261263370516,0.010257959365844727,4.995929956436157,58.84985947608948,2.3567530632019036,0.08425606492338586
0.10122486114501954,0.07542948763370518,0.010257959365844727,4.995929956436157,61.38110947608948,3.0317530632019043,0.040516477610719505
0.13144821166992182,0.09045537574291233,0.012846589088439941,4.994978308677673,90.48908114433289,0.7835594177246094,0.01340017380342205
0.10122486114501954,0.07542948763370518,0.010257959365844727,4.995929956436157,61.09985947608948,3.0317530632019043,0.18092572078632227
