cycle,converged,status,neg2ll,nspp,gamlam.0,ka.mean,ka.median,ka.sd,ke.mean,ke.median,ke.sd,k23.mean,k23.median,k23.sd,k32.mean,k32.median,k32.sd,v0.mean,v0.median,v0.sd,lag1.mean,lag1.median,lag1.sd
73,false,Continue,576.1714747474985,12,4.81783,0.13692431131998697,0.12872486114501955,0.0035212016790431484,0.07840139825344088,0.07945136263370516,0.00016687279907162027,0.0957562526067098,0.011552274227142334,0.08020709176137743,4.987800240516663,4.987641632556915,0.00006139626478588153,67.82595419883728,58.84985947608948,649.1318914868981,2.0417301813761393,2.3255030632019036,0.9146857696252532
74,false,Continue,576.1682227290548,12,4.81783,0.13692431131998697,0.12872486114501955,0.0034393834972249663,0.07860764825344088,0.07945136263370516,0.00016548152440513207,0.0957562526067098,0.011552274227142334,0.0829592224431956,4.987800240516663,4.987641632556915,0.00006139626478588153,68.01345419883728,60.25610947608948,642.5020772251582,2.037563514709473,2.3255030632019036,0.9056666222147158
75,false,Continue,576.1658165134544,12,4.81783,0.13671597798665366,0.12872486114501955,0.0034389843758537843,0.07855608575344088,0.07945136263370516,0.00016752657949651318,0.09705833594004314,0.011552274227142334,0.08557758370766284,4.98649815718333,4.987641632556915,0.00010303473755246877,67.68532919883728,58.84985947608948,642.386829043555,2.0417301813761393,2.3255030632019036,0.9146857696252529
76,false,Continue,576.1596047469136,12,4.81783,0.13692431131998697,0.12872486114501955,0.003437009246986374,0.07873655450344087,0.07929667513370516,0.0001643120817359789,0.09705833594004314,0.011552274227142334,0.08557758370766284,4.987800240516663,4.994978308677673,0.00010578546933133607,67.87282919883728,60.25610947608948,634.0384253215072,2.037563514709473,2.3255030632019036,0.9056666222147158
77,false,Continue,576.1545712095398,9,4.81783,0.14157708909776476,0.12872486114501955,0.004533311093601557,0.07662249200344089,0.07542948763370515,0.00018313467355225745,0.12570416927337646,0.010257959365844727,0.11794327738417465,4.988668296072218,4.994978308677673,0.00006308674989973106,66.58376669883728,58.84985947608948,768.3417318804568,2.033744070265028,2.294253063201903,0.9185581158663139
78,false,Continue,576.1518292598483,13,4.81783,0.13669538057767427,0.12872486114501955,0.003150231463772931,0.07954280998340021,0.08316386263370516,0.00015747262978794423,0.09178243233607365,0.010257959365844727,0.08413163788618722,4.988352399605971,4.994978308677673,0.00006272159433688801,69.7207139638754,61.38110947608948,628.0512481320751,1.9411016610952527,2.294253063201903,0.9511579633318092
79,false,Continue,576.1493543856699,8,4.81783,0.14190569877624512,0.12372486114501954,0.0050530305539593584,0.07528010028600694,0.07527480013370516,0.00018951561140510026,0.14371761679649353,0.010257959365844727,0.14091825867366176,4.987879544496536,4.987641632556915,0.00006570010110453137,63.03310239315033,58.28735947608948,748.057584180875,2.1915796518325803,2.3317530632019032,0.7989822385480265
80,false,Continue,576.1477220733146,15,4.81783,0.14698086802164712,0.12872486114501955,0.004790884726703367,0.07799546787738802,0.08316386263370516,0.00019210491624048026,0.08316841125488281,0.010257959365844727,0.07733247940914922,4.988257630666097,4.994978308677673,0.00006151345909721667,70.56804814338685,61.09985947608948,738.7096412051752,1.899975605010986,2.3067530632019033,0.8946925229752376
81,false,Continue,576.1430208385726,10,4.81783,0.14031420135498046,0.13122486114501955,0.003941392048821244,0.07788203037738803,0.07929667513370517,0.0001757793589265997,0.12066841125488281,0.011552274227142334,0.11937902085021632,4.990861797332764,4.994978308677673,0.00005324244909464445,69.03054814338684,59.97485947608948,742.6091316706347,1.909975605010986,2.194253063201904,0.9738788041431256
82,false,Continue,576.1398424798766,15,4.81783,0.13279931131998698,0.12872486114501955,0.0027336540169245714,0.07969561700344088,0.08316386263370516,0.0001381821176773102,0.08507916927337647,0.010257959365844727,0.08191237099027139,4.988321073849996,4.994978308677673,0.0000624875086845664,66.92126669883729,61.09985947608948,588.3546606035464,2.0373551813761392,2.3067530632019033,0.8966588108008473
83,false,Continue,576.1373891953698,11,4.81783,0.1394878976995295,0.12872486114501955,0.0035572633989802475,0.07940282194614412,0.08316386263370516,0.0001825455371064324,0.11205155199224298,0.010257959365844727,0.11167584041426823,4.989902084523981,4.994978308677673,0.00005804973961393113,67.97719008272344,58.84985947608948,667.3675779654876,1.9505917375737967,2.3067530632019033,0.8946372961967709
84,false,Continue,576.1354211582121,14,4.81783,0.14648320061819894,0.12872486114501955,0.005181890414789129,0.076796099458422,0.07542948763370518,0.0001965956616860245,0.09153961283820015,0.010257959365844727,0.0902434311032618,4.9900097250938416,4.994978308677673,0.00009406343032535548,68.64288507189069,59.97485947608948,735.736116768093,1.9636481898171556,2.194253063201904,0.8505901344856036
85,false,Continue,576.1317081910491,17,4.81783,0.1270127083273495,0.11872486114501954,0.002542395097550339,0.07845543189469509,0.07542948763370518,0.00011961626880771482,0.07796263694763184,0.010257959365844727,0.07644534358816557,4.986514862845926,4.994978308677673,0.00018070037496918732,62.95247045685263,61.09985947608948,500.33301307865423,2.2285016172072467,2.3567530632019036,0.7669909744355159
86,false,Continue,576.1285449418428,9,4.81783,0.141299311319987,0.12872486114501955,0.00442457149236034,0.07696624200344088,0.07542948763370518,0.00018502498955168343,0.13959305816226536,0.010257959365844727,0.14829825693567542,4.993876629405552,4.995929956436157,0.00002611401978964207,65.99001669883728,58.84985947608948,728.3952980121975,2.037910736931695,2.3192530632019035,0.9233050751750972
87,false,Continue,576.1271707045075,12,4.81783,0.13609097798665365,0.12872486114501955,0.0032756521476266886,0.07917483575344088,0.07929667513370517,0.00016967148448283515,0.10877708594004314,0.010257959365844727,0.11425869091173162,4.991706490516663,4.994978308677673,0.00004745385784975621,65.36501669883728,58.84985947608948,663.0659202586886,1.9636051813761395,2.2005030632019036,0.8179240568140436
88,false,Continue,576.125712284846,10,4.81783,0.15756420135498048,0.13133653640747067,0.006670085582824608,0.07444796787738803,0.07496542513370517,0.000230457316399997,0.1300434112548828,0.011552274227142334,0.1407441676858613,4.993986797332764,4.995454132556915,0.000023333831757099697,70.57742314338684,59.97485947608948,860.366403496902,1.9299756050109864,2.2005030632019036,0.9372155494052716
89,false,Continue,576.123321244043,10,4.81783,0.13679186630249024,0.12372486114501954,0.003996985987372418,0.0769053790664673,0.07542948763370518,0.00016464632492901857,0.13134704828262328,0.010257959365844727,0.1445449104543962,4.994081962108612,4.995929956436157,0.000023634077224699005,65.4447509765625,59.97485947608948,643.2728113880362,2.137294969558716,2.3442530632019034,0.9175434348820379
90,false,Continue,576.1200821079864,17,4.81783,0.12686564950382007,0.11872486114501954,0.0024850568527755757,0.07852822601234213,0.07542948763370518,0.00012090620645389567,0.08163910753586713,0.010257959365844727,0.08505731301882248,4.988353098140044,4.994978308677673,0.0000631585774004945,62.5223233980291,58.84985947608948,489.7772174281632,2.237325146619011,2.3567530632019036,0.7770473434596805
91,false,Continue,576.117693119134,11,4.81783,0.139033352244984,0.12872486114501955,0.003474964137020131,0.07976844694614413,0.08316386263370516,0.00018456852855245067,0.1219947338104248,0.010257959365844727,0.13480421921192942,4.992742993614891,4.994978308677673,0.000038017973155939965,67.54253099181436,58.84985947608948,640.0006505725717,1.9551371921192517,2.3317530632019037,0.8962119480666317
92,false,Continue,576.1163699839794,17,4.81783,0.12849643482881432,0.11872486114501954,0.002385161615545527,0.07941210178347198,0.07542948763370518,0.00012830724231705293,0.08362961516660802,0.010257959365844727,0.089512334235633,4.988297118860133,4.994978308677673,0.00009282811555501234,64.2511011432199,58.84985947608948,535.5913228610426,2.1058137557085823,2.3317530632019037,0.852547615135298
93,false,Continue,576.1148534677935,12,4.81783,0.1352576446533203,0.12872486114501955,0.00312187080584276,0.07935530450344087,0.07929667513370517,0.0001715456263029083,0.1152875026067098,0.010257959365844727,0.1300138495067951,4.99040440718333,4.994978308677673,0.00010018963175270709,65.10720419883728,58.84985947608948,644.8269445549724,1.9656885147094727,2.206753063201904,0.821155221428403
94,false,Continue,576.1143959140134,11,4.81783,0.15473547501997514,0.13144821166992182,0.0058259839687415755,0.07607193677425385,0.07542948763370518,0.00023096597475223674,0.12649142742156982,0.012846589088439941,0.14532277355853296,4.994076934727755,4.994978308677673,0.00002108982083112468,72.2085965980183,61.09985947608948,795.6085005647494,1.8291650425304065,2.0942530632019043,0.9678646613899838
95,false,Continue,576.1110555063495,12,4.81783,0.1354845905303955,0.1300865364074707,0.003119254120944145,0.07924105559587481,0.07929667513370517,0.00016207010127231678,0.11810738841692607,0.011552274227142334,0.13655064321449745,4.994231353203456,4.995454132556915,0.00001945870517958221,69.57193100452423,61.24048447608948,615.6579842258816,1.9158390442530315,2.2130030632019038,1.0364453536059892
96,false,Continue,576.1076089569782,18,4.81783,0.12684245851304796,0.11872486114501954,0.0022330043657621994,0.07932834544181827,0.07542948763370518,0.00012334695697527586,0.08302563428878784,0.010257959365844727,0.09332975584692725,4.988721165392134,4.994978308677673,0.00006188189000227812,63.91978216171265,59.97485947608948,493.18741995950415,2.161421495013767,2.3442530632019034,0.8550246392575637
97,false,Continue,576.1065195336988,18,4.81783,0.12670356962415907,0.11872486114501954,0.002233401851607432,0.07936272044181827,0.07542948763370518,0.00012414442783910556,0.08302563428878784,0.010257959365844727,0.09332975584692725,4.987853109836578,4.994978308677673,0.0001178893043767543,63.88853216171265,59.97485947608948,490.72086249006594,2.161421495013767,2.3442530632019034,0.8550246392575637
98,false,Continue,576.1042144147334,11,4.81783,0.13560395674272016,0.12872486114501955,0.0033498631079294946,0.0786837071180344,0.07542948763370518,0.00017770667550082544,0.1302821311083707,0.010257959365844727,0.15642125331842488,4.99282950704748,4.995929956436157,0.000038525749983943,64.46169265833768,58.84985947608948,554.4956115689932,2.1617911598899147,2.3567530632019036,0.8365772881419998
99,false,Continue,576.103820758959,12,4.81783,0.14965125719706215,0.1300865364074707,0.005327725130169703,0.07627621184587481,0.07542948763370518,0.00021150847123913672,0.12201363841692607,0.011552274227142334,0.14673432173110756,4.994231353203456,4.995454132556915,0.00001945870517958221,71.00161850452423,61.24048447608948,714.5515599815916,1.9304223775863647,2.2130030632019038,1.0029703579134184
100,false,Stopped (maximum cycles reached),576.0989141029711,10,4.81783,0.1360418663024902,0.12372486114501954,0.0037182133556212505,0.0772456915664673,0.07542948763370518,0.00016916030776714265,0.14540954828262329,0.010257959365844727,0.180336071738247,4.994081962108612,4.995929956436157,0.000023634077224699005,64.9385009765625,59.97485947608948,606.1647368242946,2.1422949695587157,2.3442530632019034,0.9248846359225179
